Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
BALEARS (ILLES);CALVIA                   ;07184;CARRETERA PALMA NOVA - CALVIA KM. 5,5;I;27/07/2020 16:14;1,199;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
BALEARS (ILLES);CALVIA                   ;07184;CALLE ILLES BALEARS, 1;N;01/08/2020 06:00;1,199;BP;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;MANRESA                  ;08240;CALLE CARRETERA DE VIC, 230;D;30/07/2020 23:59;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;BADALONA                 ;08916;C/ RIERA MONTEALEGRE, 12 km CENTRO COMERCIAL M;N;31/07/2020 14:00;1,199;SHELL;P;OM;L-S: 07:00-22:00 D: 09:00-14:00;L-S: 07:00-22:00 (A) D: 09:00-14:00 (A);01/08/2020
BARCELONA;SABADELL                 ;08206;AVENIDA CONCORDIA, 1;D;27/07/2020 09:34;1,199;AVIA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;LOZOYA                   ;28742;CARRETERA M-604 KM. 14,100;D;01/08/2020 10:09;1,199;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
MADRID;LOZOYA                   ;28742;CARRETERA M-604,KM.14.100 KM. 14,100;I;01/08/2020 10:06;1,199;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
MADRID;MADRID                   ;28044;AVENIDA CARABANCHEL ALTO, 180;D;27/07/2020 11:49;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;GALAPAGAR                ;28260;M-505 km 15,5;D;20/07/2020 11:33;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TARRAGONA;AMPOSTA                  ;43870;CR TV-3405, 0,5;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
TARRAGONA;BELLVEI                  ;43719;CR N-340, 1194,3;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
TARRAGONA;AMPOSTA                  ;43870;CL AVENIDA DE LA RAPITA, 141;D;01/08/2020 07:54;1,199;REPSOL;P;dm;L: 08:00-13:30 y 16:30-20:00;L: 08:00-13:30 (A), 16:30-20:00 (A);01/08/2020
TARRAGONA;FALSET                   ;43730;CARRETERA N-420 KM. 841;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 07:00-17:00 S-D: 09:00-19:00;L-V: 07:00-17:00 (A) S-D: 09:00-19:00 (A);01/08/2020
TARRAGONA;SANT CARLES DE LA RAPITA ;43540;CTRA. N-340 km 1071,000;D;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
ALICANTE;BANYERES DE MARIOLA      ;03450;CALLE PADRE JESUALDO FERRERO, 1;N;29/07/2020 23:20;1,199;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
ALICANTE;ALGUEÑA                  ;03668;CALLE SAN JUAN, 32;D;27/07/2020 09:42;1,199;CEPSA;P;dm;L-D: 06:30-21:00;L-D: 06:30-21:00 (A);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03014;AVENIDA GASTON CASTELLO, 58;D;01/08/2020 00:00;1,199;CEPSA;P;OM;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);01/08/2020
ALICANTE;JAVEA/XÀBIA              ;03730;CARRETERA JAVEA BENITACHELL KM. 7,093;N;31/07/2020 08:29;1,199;BP;P;dm;L-D: 07:00-21:30;L-D: 07:00-21:30 (A);01/08/2020
ALICANTE;PEDREGUER                ;03750;CL AVENIDA JAON CARLES I, 27;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
ALICANTE;MONTESINOS (LOS)         ;03187;CR CV-945  LO BLANC, 1,3 (A-340 km 1,36);I;28/07/2020 17:56;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CASTELLON / CASTELLO;ALMENARA                 ;12590;CS-V-6011 km 1,2;I;27/07/2020 23:00;1,199;CEPSA;P;dm;L-V: 08:00-19:00 S: 08:00-14:00;L-V: 08:00-19:00 (A) S: 08:00-14:00 (A);01/08/2020
CASTELLON / CASTELLO;CHILCHES                 ;12592;CRTA. DEL MAR km 0,5;D;28/07/2020 15:09;1,199;GALP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
ALICANTE;NOVELDA                  ;03360;AVENIDA REYES CATOLICOS, 152;N;27/07/2020 12:19;1,199;BP INNUBEL - NOVELDA;P;dm;L-V: 06:00-21:00 S-D: 07:00-21:00;L-V: 06:00-21:00 (A) S-D: 07:00-21:00 (A);01/08/2020
ALICANTE;DOLORES                  ;03150;CALLE MAESTRO SERRANO, 1;D;27/07/2020 09:39;1,199;REPSOL;P;dm;L-V: 07:00-21:00 S: 08:00-21:00 D: 08:00-20:00;L-V: 07:00-21:00 (A) S: 08:00-21:00 (A) D: 08:00-20:00 (A);01/08/2020
ALICANTE;TORRELLANO               ;03320;CARRETERA N-340, KM727 KM. 727;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 06:00-22:00 S: 08:00-14:00;L-V: 06:00-22:00 (A) S: 08:00-14:00 (A);01/08/2020
ALICANTE;MORAIRA;03724;CARRETERA TEULADA-CALPE KM. 6,5;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
ALICANTE;HOYA (LA);03294;CARRETERA CARRETERA ELCHE  LA MARINA KM. 6,7;I;28/07/2020 00:10;1,199;REPSOL;P;dm;L: 06:00-23:00;L: 06:00-23:00 (A);01/08/2020
ALICANTE;PERLETA (LA)             ;03295;CARRETERA CV-865 KM. 3,6;I;27/07/2020 09:37;1,199;REPSOL;P;dm;L-V: 07:00-20:00 S-D: 09:00-17:00;L-V: 07:00-20:00 (A) S-D: 09:00-17:00 (A);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03016;AVENIDA DENIA, 60;N;29/07/2020 09:44;1,199;LA GOTETA;P;dm;L-D: 24H;L-D: 00:00-07:00 (A), 07:00-23:00 (P), 23:00-23:59 (A);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03012;AVENIDA JIJONA, 88;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:30;L-D: 06:00-22:30 (P);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03016;AVENIDA DENIA, 150;D;01/08/2020 00:00;1,199;BP VISTAHERMOSA ;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
ALICANTE;MURO DEL ALCOY           ;03830;CARRETERA N-340 KM. 808,6;D;01/08/2020 00:00;1,199;CEPSA;P;OM;L-S: 07:00-22:00 D: 08:00-22:00;L-S: 07:00-22:00 (A) D: 08:00-22:00 (A);01/08/2020
ALICANTE;MURO DEL ALCOY           ;03830;CARRETERA N-340 KM. 808,6;I;01/08/2020 00:00;1,199;CEPSA;P;OM;L-V: 06:00-22:00 S: 06:00-16:00;L-V: 06:00-22:00 (P) S: 06:00-16:00 (P);01/08/2020
ALICANTE;PILAR DE LA HORADADA     ;03190;CARRETERA A-353 KM. 33,5;D;31/07/2020 10:03;1,199;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
ALICANTE;GUARDAMAR DEL SEGURA     ;03140;CARRETERA N-332 KM. 32,7;D;28/07/2020 18:27;1,199;REPSOL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03006;CARRETERA N-330 KM. 409;I;01/08/2020 00:00;1,199;PETRONOR;P;OM;L-D: 06:30-21:00;L-D: 06:30-21:00 (A);01/08/2020
ALICANTE;GUARDAMAR DEL SEGURA     ;03140;CL MADRID, 20-24;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
ALICANTE;ORIHUELA - COSTA (NUCLEO);03189;CARRETERA N-332 KM. 47;I;29/07/2020 10:23;1,199;CEPSA;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);01/08/2020
CASTELLON / CASTELLO;CASTELLON DE LA PLANA    ;12100;MUELLE SERRANO LLOBERAS, S/N;D;29/07/2020 10:47;1,199;CEPSA;P;dm;L-V: 07:00-19:00;L-V: 07:00-19:00 (A);01/08/2020
ALICANTE;BENIDORM                 ;03501;AVENIDA VILLAJOYOSA LA, 34;N;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;BOCAIRENT                ;46880;CARRETERA CV-81 KM. 19,5;D;29/07/2020 12:54;1,199;BP;P;dm;L-V: 07:00-21:00 S: 08:00-15:00 D: 08:00-14:00;L-V: 07:00-21:00 (A) S: 08:00-15:00 (A) D: 08:00-14:00 (A);01/08/2020
VALENCIA / VALÈNCIA;BENIFAIO                 ;46450;CALLE ALMUSSAFES, 15;N;30/07/2020 23:54;1,199;BP;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
VALENCIA / VALÈNCIA;OLLERIA (L')             ;46850;CARRETERA V-40 KM. 14;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;SAN ANTONIO DE BENAGEBER ;46184;POLIGONO POLIGONO 4, SN;N;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;VILAMARXANT              ;46191;CARRETERA CV-50 KM. 89,9;I;27/07/2020 13:42;1,199;REPSOL;P;dm;L-S: 07:00-15:00;L-S: 07:00-15:00 (A);01/08/2020
VALENCIA / VALÈNCIA;BOCAIRENT                ;46880;CARRETERA CV-81 KM. 14,3;D;28/07/2020 23:59;1,199;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;POBLA DEL DUC (LA)       ;46840;CARRETERA VV-1022 KM. 9,2;I;24/07/2020 20:45;1,199;CEPSA;P;dm;L-V: 06:00-22:00 S-D: 24H;L-V: 06:00-22:00 (A) S-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;ALBORACHE                ;46369;CARRETERA BUÑOL-CORTE DE PALLAS KM 4.9 KM. 490;D;27/07/2020 11:11;1,199;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;BUÑOL                    ;46360; CARR VP-3031, 1, ;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-S: 06:00-22:00 D: 07:00-22:00;L-S: 06:00-22:00 (A) D: 07:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46013;CAMI DE ENCORTS, 231;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 06:00-14:00;L-V: 06:00-14:00 (A);01/08/2020
VALENCIA / VALÈNCIA;ALFAFAR                  ;46910;AVENIDA ALBUFERA, 66;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 07:00-21:00 S: 08:00-22:00 D: 08:00-21:00;L-V: 07:00-21:00 (A) S: 08:00-22:00 (A) D: 08:00-21:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46015;CALLE VALLE DE LA BALLESTERA, 44;D;28/07/2020 23:00;1,199;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;SAGUNTO                  ;46500;AVENIDA PAIS VALENCIANO, 27;I;27/07/2020 10:43;1,199;CEPSA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46009;AVENIDA PIO XII, S/N;N;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);01/08/2020
VALENCIA / VALÈNCIA;PICANYA                  ;46210;CR CV-36  VALENCIA -TORRENTE ,P.K.;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;PUÇOL                    ;46530;CARRETERA N-340 KM. 18;N;31/07/2020 07:30;1,199;PUZOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46006;CL CADIZ (ESQ. PERIS Y VALERO), 98;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 08:00-16:00;L-D: 08:00-16:00 (A);01/08/2020
VALENCIA / VALÈNCIA;PERELLO (EL)             ;46420;CARRETERA NAZARET-OLIVA KM. 21;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;PERELLO (EL)             ;46420;CARRETERA NAZARET-OLIVA KM. 21;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
VALENCIA / VALÈNCIA;UTIEL                    ;46300;CARRETERA N-3 KM. 262;D;29/07/2020 10:24;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;UTIEL                    ;46300;CARRETERA N-3 KM. 262;I;29/07/2020 10:30;1,199;REPSOL;P;dm;L-V: 06:00-22:00;L-V: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;PUIG                     ;46540;AVENIDA VIRGEN DEL PUIG, 1;N;30/07/2020 14:38;1,199;BP EL PUIG;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (P);01/08/2020
VALENCIA / VALÈNCIA;TORRENT                  ;46900;CARRETERA CV-405 KM. 3;D;27/07/2020 12:43;1,199;BP BERNABE MARI;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:30 (A), 22:30-23:59 (D);01/08/2020
VALENCIA / VALÈNCIA;SUECA                    ;46410;RONDA CABANYAL, 6;D;30/07/2020 06:00;1,199;BP SUECA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;MISLATA                  ;46920;CALLE SAN ANTONIO, 14;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46005;AVENIDA REINO DE VALENCIA, 83;I;30/07/2020 09:44;1,199;CEPSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46010;AVENIDA PRIMADO REIG, 76;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;RIBA-ROJA DE TURIA       ;46190;POLG.IND.ENTREVIAS PARC.3 km 11;I;31/07/2020 14:00;1,199;GALP;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;CATARROJA                ;46470;AUTOPISTA V31 KM. 253;N;27/07/2020 12:01;1,199;BP VILLANUEVA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;MONCADA                  ;46113;AVENIDA SEMINARIO, 15;N;29/07/2020 19:45;1,199;BP HOFIRA;P;dm;L: 06:00-00:00 M-D: 24H;L: 06:00-00:00 (A) M-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;SUECA                    ;46410;CARRETERA N-332 KM. 254,5;I;27/07/2020 03:30;1,199;CEPSA;P;dm;L: 06:00-21:00;L: 06:00-21:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46021;CALLE CLARIANO, 3;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
VALENCIA / VALÈNCIA;CAMPORROBLES             ;46330;CR VL-502  DE MIRA, 1,1;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-S: 08:00-14:00 D: 15:00-21:00;L-S: 08:00-14:00 (A) D: 15:00-21:00 (A);01/08/2020
VALENCIA / VALÈNCIA;RIBA-ROJA DE TURIA       ;46190;POLIGONO EL OLIVERAL, 2;I;31/07/2020 09:35;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;ALBERIC                  ;46260;CARRETERA A-35 KM. 655,6;I;01/08/2020 00:00;1,199;CEPSA;P;OM;L-V: 06:00-20:00 S-D: 08:00-16:00;L-V: 06:00-20:00 (A) S-D: 08:00-16:00 (A);01/08/2020
VALENCIA / VALÈNCIA;PICASSENT                ;46220;CALLE PALLETER, 10;D;01/08/2020 08:47;1,199;REPSOL;P;dm;L-V: 06:30-22:00 S-D: 07:30-22:00;L-V: 06:30-22:00 (P) S-D: 07:30-22:00 (P);01/08/2020
VALENCIA / VALÈNCIA;QUATRETONDA              ;46837;CR C-322 AYORA-C-320, 81,2;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 07:30-14:00 y 17:00-21:30 S-D: 08:00-14:00 y 17:00-21:30;L-V: 07:30-14:00 (A), 17:00-21:30 (A) S-D: 08:00-14:00 (A), 17:00-21:30 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46025;AVENIDA JUAN XXIII, 64;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 06:30-22:00 S: 07:00-22:00 D: 09:00-21:00;L-V: 06:30-22:00 (A) S: 07:00-22:00 (A) D: 09:00-21:00 (A);01/08/2020
VALENCIA / VALÈNCIA;ALFAFAR                  ;46910;CR N-332, 282;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46020;CALLE DOLORES MARQUES, 50;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);01/08/2020
VALENCIA / VALÈNCIA;REQUENA                  ;46340;AT A-3, 281;I;22/07/2020 11:18;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;ELIANA (L')              ;46183;CR VV-6104, 6;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46015;CL MAESTRO RODRIGO, S.N.;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;REQUENA                  ;46340;AUTOVIA A-3 (MRG.DCHO.) KM. 283;D;28/07/2020 12:54;1,199;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;REQUENA                  ;46340;AUTOVIA A-3 (MRG.IZDO.) KM. 283;I;28/07/2020 12:52;1,199;CEPSA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;SAGUNTO                  ;46500;AUTOPISTA AP-7 (MRG. IZDO.) KM. 479,5;I;01/08/2020 00:00;1,199;CEPSA;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;SAGUNTO                  ;46500;AUTOPISTA AP-7 (MRG.DCHO.) KM. 479,5;D;01/08/2020 00:00;1,199;CEPSA;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;VINALESA                 ;46114;CARRETERA 304 KM. 2,8;N;27/07/2020 10:32;1,199;GALP;P;dm;L-S: 06:30-21:30 D: 07:00-21:00;L-S: 06:30-21:30 (A) D: 07:00-21:00 (A);01/08/2020
VALENCIA / VALÈNCIA;VALENCIA                 ;46014;C/ Pedrapriquers, 9 (Esq. Archiduque Carlos);N;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
MURCIA;HUERTA DE LLANO DE BRUJAS;30161;CR F-2, 6;I;24/07/2020 15:52;1,199;EL SALAR;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
RIOJA (LA);TIRGO                    ;26210;CARRETERA LR-111 KM. 36;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-V: 07:00-21:45 S-D: 08:00-21:45;L-V: 07:00-21:45 (A) S-D: 08:00-21:45 (A);01/08/2020
MADRID;MADRID                   ;28026;CL ANTONIO LOPEZ, 244;D;27/07/2020 15:05;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GUADALAJARA;BRIHUEGA                 ;19400;CARRETERA CM-2011 KM. 12,2;I;27/07/2020 12:15;1,199;ALAMEDA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
TOLEDO;MAQUEDA                  ;45515;N-403 km 42;N;28/07/2020 08:53;1,199;MEROIL;P;dm;L: 06:00-00:00 V-D: 06:00-00:00;L: 06:00-00:00 (A) V-D: 06:00-00:00 (A);01/08/2020
MADRID;MEJORADA DEL CAMPO       ;28840;CARRETERA M208 KM. 9,600;I;27/07/2020 08:39;1,199;FRII;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;GETAFE                   ;28905;CALLE MADRID, 143;I;31/07/2020 06:00;1,199;REPSOL;P;dm;L-S: 06:00-00:00 D: 07:00-00:00;L-S: 06:00-23:59 (P) D: 07:00-23:59 (P);01/08/2020
MADRID;GETAFE                   ;28901;CARRETERA MADRID TOLEDO KM. 12;D;01/08/2020 00:00;1,199;CEPSA;P;OM;L-V: 06:00-23:00 S-D: 07:00-23:00;L-V: 06:00-23:00 (A) S-D: 07:00-23:00 (A);01/08/2020
MADRID;GETAFE                   ;28901;CARRETERA MADRID-TOLEDO KM. 10;I;01/08/2020 00:00;1,199;CEPSA;P;OM;L-V: 06:00-23:59 S-D: 07:00-23:00;L-V: 06:00-23:59 (A) S-D: 07:00-23:00 (A);01/08/2020
MADRID;ALCALA DE HENARES        ;28802;N-II km 29,000;D;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;ALCALA DE HENARES        ;28802;N-II km 29,000;I;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;MOLAR (EL)               ;28710;AUTOVIA A-1 KM. 40,2;D;31/07/2020 23:00;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;MOLAR (EL)               ;28710;AUTOVIA N-1 KM. 40,2;I;31/07/2020 23:00;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALBACETE;ALBACETE;02007;CARRETERA C-M 332 KM. 2,6;D;27/07/2020 13:47;1,199;"INLOCOR S.L. ""CEPSA""";P;dm;L-D: 06:00-23:30;L-D: 06:00-23:30 (A);01/08/2020
ALBACETE;ALCADOZO                 ;02124;CM-3203 km 41,9;I;27/07/2020 09:15;1,199;CEPSA;P;dm;L-D: 07:00-21:30;L-D: 07:00-21:30 (A);01/08/2020
GUADALAJARA;AZUQUECA DE HENARES      ;19200;CALLE ALCALA, 84;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CUENCA;POZOAMARGO               ;16708;AUTOVIA A-31 SALIDA19 KM. 19;I;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
CIUDAD REAL;BRAZATORTAS              ;13450;CARRETERA NACIONAL 420 KM. 143,700;I;22/07/2020 08:41;1,199;GALP LA JUNQUERA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GUADALAJARA;GUADALAJARA              ;19004;CL FRANCISCO ARITIO  97;N;30/07/2020 00:04;1,199;BP FUENTECILLA II;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CUENCA;HONRUBIA                 ;16730;AUTOVIA A-3 KM. 166;D;01/08/2020 00:00;1,199;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
CUENCA;ATALAYA DEL CAÑAVATE     ;16710;CARRETERA CUV8306 KM. 6,6;D;01/08/2020 09:59;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GUADALAJARA;VILLANUEVA DE LA TORRE   ;19209;CARRETERA GU-102 KM. 2,350;D;30/07/2020 00:13;1,199;BP FUENTECILLA I;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
ALBACETE;VILLAPALACIOS            ;02350;CR N-322, 258,8;D;28/07/2020 22:05;1,199;REPSOL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
CIUDAD REAL;ROBLEDO (EL)             ;13114;AVENIDA INDEPENDENCIA, 56;D;28/07/2020 09:50;1,199;REPSOL;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);01/08/2020
LEON;POLA DE GORDON (LA)      ;24600;CTRA. GIJON-SEVILLA km 110,5;D;27/07/2020 14:28;1,199;SERVIGORDON;P;dm;L: 07:00-23:00;L: 07:00-23:00 (A);01/08/2020
AVILA;VILLANUEVA DEL ACERAL    ;05212;CARRETERA C-605 KM. 72;I;01/08/2020 08:26;1,199;LAS CORREHUELAS, S.L;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
BURGOS;TREVIÑO                  ;09215;CARRETERA MIRANDA DE EBRO KM. 38;I;28/07/2020 15:00;1,199;AVIA;P;dm;L-S: 07:00-22:00 D: 09:00-16:00;L-S: 07:00-22:00 (A) D: 09:00-16:00 (A);01/08/2020
SORIA;HORTEZUELA               ;42366;CALLE CL166 KM18,700, ;I;27/07/2020 10:21;1,199;REPSOL;P;dm;L-D: 8:00-22:00;L-D: 8:00-22:00 (A);01/08/2020
SALAMANCA;TORRES (LAS)             ;37796;CARRETERA N-630 KM. 347;I;27/07/2020 08:15;1,199;LAS TORRES;P;dm;L-V: 08:00-13:00;L-V: 08:00-13:00 (A);01/08/2020
SEGOVIA;HONTALBILLA              ;40353;CARRERA RIAZA A TORO, SN;N;28/07/2020 10:30;1,199;REPOSTAR;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
LEON;ALMAZCARA                ;24398;AUTOVIA A-6 KM. 374,8;I;31/07/2020 23:00;1,199;CEPSA;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (P);01/08/2020
BURGOS;MADRIGALEJO DEL MONTE    ;09330;AUTOVIA A-1 KM. 214,1;I;01/08/2020 00:00;1,199;CEPSA;P;OM;L-D: 08:00-20:00;L-D: 08:00-20:00 (A);01/08/2020
BURGOS;MONASTERIO DE RODILLA    ;09292;N-I km 259,5;I;01/08/2020 00:00;1,199;CEPSA;P;OM;L-V: 07:00-20:30;L-V: 07:00-20:30 (A);01/08/2020
AVILA;CEBREROS                 ;05260;AV-512 km 0,750;I;29/07/2020 00:00;1,199;CEPSA;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);01/08/2020
